,Condition,Average Attention Score
1853,Relapsed Ewing Sarcoma,4.0
1854,Infantile Myofibromatosis,4.0
1855,Coronavirus Disease 2019,4.0
1856,Colorectal Cancer Stage IV,4.0
1857,Mitochondrial Metabolism Defect,4.0
1858,BRAF or NRAS Mutant Metastatic Melanoma,4.0
1859,Mitochondrial DNA Mutation,4.0
1860,Basal Cell Carcinoma,4.0
1861,HODGKIN LYMPHOMA,4.0
1862,Inborn Errors of Metabolism,4.0
1863,Common Femoral Artery Stenosis,4.0
1864,Dietary Modification,4.0
1865,Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7,4.0
1866,Infantile Fibrosarcoma,4.0
1867,Prevention of Thromboembolic Events,4.0
1868,Medullary Thyroid Cancer (MTC),4.0
1869,SARS-Associated Coronavirus,4.0
1870,Angioimmunoblastic T-cell Lymphoma (AITL),4.0
1871,BRCA2 Mutation,4.0
1872,Primary Immunodeficiencies,4.0
1873,Coronavirus Sars-Associated,4.0
1874,Stage IV Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,4.0
1875,Salivary Glands Tumors,4.0
1876,SARS-COV-2 Pneumonia,4.0
1877,Mitochondrial Myopathies,4.0
1878,Stage IV Oropharyngeal Squamous Cell Carcinoma AJCC v7,4.0
1879,B-Thalassemia,4.0
1880,Stage III Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,4.0
1881,Parosmia,4.0
1882,Central Nervous System Lymphoma,4.0
1883,Stage IV Laryngeal Squamous Cell Carcinoma AJCC v7,4.0
1884,SARS-CoV-2 Acute Respiratory Disease,4.0
1885,Hemodialysis,4.0
1886,Treatment Compliance,4.0
1887,ALK- Anaplastic Large Cell Lymphoma (ALCL),4.0
1888,Coronavirus Disease 2019 )COVID-19),4.0
1889,COVID-19 Lower Respiratory Infection,4.0
1890,ALK Fusion-positive Solid or CNS Tumors,4.0
1891,Wound Infection,4.0
1892,Stage III Hypopharyngeal Squamous Cell Carcinoma AJCC v7,4.0
1893,Congenital Non-Spherocytic Hemolytic Anemia,4.0
1894,BRCA1 Mutation,4.0
1895,Fibrodysplasia Ossificans Progressiva (FOP),4.0
1896,Adhesive Small Bowel Obstruction,4.0
1897,Pancreatic Neuroendocrine Carcinoma,4.0
1898,Crohn's Disease (CD),4.0
1899,Cytomegalovirus Infections,4.0
1900,Mitochondrial DNA Depletion,4.0
1901,End-stage Renal Disease,4.0
1902,COVID-19 Respiratory Infection,4.0
1903,Coronavirus Pneumonia,4.0
1904,Anosmia,4.0
1905,Oropharyngeal p16INK4a-Negative Squamous Cell Carcinoma,4.0
1906,Hemodiafiltration,4.0
1907,Stage III Laryngeal Squamous Cell Carcinoma AJCC v6 and v7,4.0
1908,SARS (Disease),4.0
1909,Bone Marrow Failure Syndromes,4.0
1910,Intestinal Neuroendocrine Carcinoma,4.0
1911,Stage III Oropharyngeal Squamous Cell Carcinoma AJCC v7,4.0
1912,Differentiated Thyroid Cancer (DTC),4.0
1913,COVID-19 Infection in Hematological Malignancies Patients,4.0
1914,Peripheral T-cell Lymphomas (PTCL),4.0
1915,Large B-cell Diffuse Lymphoma of Testis,4.0
1916,Cardiac Arrest,4.0
1917,Erectile Dysfunction,4.0
1918,"Diffuse Large B-Cell Lymphoma, Lymphoma Follicular",4.0
1919,Mitochondrial DNA Deletion,4.0
1920,COVID-19 Acute Respiratory Distress Syndrome,4.0
1921,PTCL-NOS,4.0
1922,Covid-19,3.8
1923,Type 1 Diabetes Mellitus,3.8
1924,Juvenile Idiopathic Arthritis,3.6666666666666665
1925,Chronic Obstructive Pulmonary Disease,3.6666666666666665
1926,Depression,3.5
1927,DLBCL,3.5
1928,Acute Respiratory Distress Syndrome,3.5
1929,Liver Cirrhosis,3.25
1930,Critical Illness,3.25
1931,COVID,3.142857142857143
1932,Hypoparathyroidism,3.0
1933,Unresectable Dedifferentiated Liposarcoma,3.0
1934,"Cholangiocarcinoma, Extrahepatic",3.0
1935,Critically Ill,3.0
1936,"Lymphoblastic Lymphoma, Childhood",3.0
1937,Gynecologic Cancer,3.0
1938,Diabetes Insipidus,3.0
1939,Myelodysplastic/Myeloproliferative Neoplasm Overlap Syndrome,3.0
1940,Gastroenteritis,3.0
1941,"Non-small Cell Lung Cancer, Non-squamous",3.0
1942,Cutaneous T Cell Lymphoma,3.0
1943,Stage III Soft Tissue Sarcoma of the Trunk and Extremities AJCC v8,3.0
1944,Intracranial Aneurysm,3.0
1945,"Depressive Disorder, Major",3.0
1946,Locally Advanced Dedifferentiated Liposarcoma,3.0
1947,Survivorship,3.0
1948,Medication Overuse Headache,3.0
1949,Acquired Immunodeficiency Syndrome,3.0
1950,ET (Essential Thrombocythemia),3.0
1951,Beta Thalassemia Major,3.0
1952,"Hepatitis D, Chronic",3.0
1953,Brain Imaging,3.0
1954,Dysglycemia,3.0
1955,1p/19q Co-deletion,3.0
1956,IDH1 Gene Mutation,3.0
1957,Knee Chondropathy,3.0
1958,Metastatic Castration-resistant Prostate Cancer,3.0
1959,Hodgkins Lymphoma,3.0
1960,Advanced or Metastatic Colorectal Cancer,3.0
1961,Cholangiocarcinoma of the Extrahepatic Bile Duct,3.0
1962,Infection,3.0
1963,ALK-positive Advanced NSCLC,3.0
1964,B Cell Precursor Acute Lymphoblastic Leukemia,3.0
1965,Newly Diagnosed Multiple Myeloma,3.0
1966,Left Main Coronary Artery Stenosis,3.0
1967,Metastatic Cervical Cancer,3.0
1968,Cancer Recurrent,3.0
1969,Brain Infarction,3.0
1970,"Myelogenous Leukemia, Acute",3.0
1971,Wounds and Injuries,3.0
1972,Oligodendroglioma,3.0
1973,Cholangiocarcinoma Resectable,3.0
1974,"Urinary Bladder, Neurogenic",3.0
1975,BCR-ABL Positive,3.0
1976,Stage IV Lung Cancer,3.0
1977,Status Epilepticus,3.0
1978,Cancer Recurrence,3.0
1979,Diabetes type2,3.0
1980,Meningococcal Meningitis,3.0
1981,Hypotension and Shock,3.0
1982,Advanced Soft Tissue Sarcoma,3.0
1983,Unstable Angina or Non ST Elevated Myocardial Infarction,3.0
1984,Hypoxic Ischemic Encephalopathy,3.0
1985,Stage IV Soft Tissue Sarcoma of the Trunk and Extremities AJCC v8,3.0
1986,SCLC,3.0
1987,B-cell Chronic Lymphocytic Leukemia (CLL) With 17p Deletion,3.0
1988,Anaplastic Thyroid Cancer,3.0
1989,Cervical Artery Dissection,3.0
1990,Coronary Angioplasty,3.0
1991,IDH2 Gene Mutation,3.0
1992,Overweight or Obesity,3.0
1993,Refractory Epilepsy,3.0
1994,Chronic Phase,3.0
1995,Beta Thalassemia Intermedia,3.0
1996,"Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer",3.0
1997,Liver Neoplasm,3.0
1998,Early CPAP Ventilation in COVID-19 Patients,3.0
1999,Metastatic Dedifferentiated Liposarcoma,3.0
2000,Atherosclerosis,3.0
2001,New-onset type1 Diabetes,3.0
2002,ST-Elevation Myocardial Infarction,3.0
2003,Recurrent Urinary Tract Infection,3.0
2004,Acute Lymphoid Leukemia,3.0
2005,Unstable Angina,3.0
2006,Meningococcal Infections,3.0
2007,Advanced Dedifferentiated Liposarcoma,3.0
2008,Elderly Metastatic Breast Cancer Population,3.0
2009,Smoking Cessation,3.0
2010,Anesthesia Recovery Period,3.0
2011,Generalized Myasthenia Gravis,3.0
2012,Advanced Parkinson's Disease,3.0
2013,IBS - Irritable Bowel Syndrome,3.0
2014,"Oligoarthritis, Juvenile",3.0
2015,BPH,3.0
2016,Sarcoidosis-associated Pulmonary Hypertension,3.0
2017,Emergencies,3.0
2018,Chronic Thromboembolic Pulmonary Hypertension,3.0
2019,Diffuse Astrocytoma,3.0
2020,Liver Stiffness,3.0
2021,Portal Hypertension,3.0
2022,Acute Gastroenteritis,3.0
2023,Oligoastrocytoma,3.0
2024,SARS Pneumonia,3.0
2025,Bile Duct Cancer,3.0
2026,Graft-versus-Host Disease,3.0
2027,Knee Early Osteoarthritis,3.0
2028,"Polydipsia, Primary",3.0
2029,Critical Care,3.0
2030,Hormone Refractory Prostate Cancer,3.0
2031,End Stage Renal Disease,3.0
2032,WHO Grade III Glioma,3.0
2033,Peripheral Artery Disease,3.0
2034,Prediabetic State,3.0
2035,Ampullary Cancer,3.0
2036,Previously Treated PH + CML,3.0
2037,"Surgical Procedures, Operative",3.0
2038,"Polyarthritis, Juvenile, Rheumatoid Factor Negative",3.0
2039,Advanced Lung Cancer,3.0
2040,Junctional Epidermolysis Bullosa Non-Herlitz Type,3.0
2041,Surgery,3.0
2042,HIV,3.0
2043,"Mucopolysaccharidosis VI (MPS VI, Maroteaux-Lamy Syndrome)",3.0
2044,Pain,3.0
2045,"Secondary Myelofibrosis (Post-Polycythemia Vera Myelofibrosis, Post-Essential Thrombocythemia Myelofibrosis)",3.0
2046,Philadelphia Chromosome-Negative B-Cell Precursor,3.0
2047,Relapsed or Refractory Primary Myelofibrosis,3.0
2048,Recurrent Cancer,3.0
2049,Corona Virus Infection,3.0
2050,"Non-small Cell Lung Cancer, Squamous",3.0
2051,Ulcerative Colitis and Crohn's Disease,3.0
2052,HIV Infections,3.0
2053,Hypothermia,3.0
2054,"Liposarcoma, Round Cell",3.0
2055,Childhood Ependymoma,3.0
2056,Local Recurrence of Malignant Tumor of Pancreas,3.0
2057,Inflammation,3.0
2058,Brain Tumors,3.0
2059,Electroencephalography,3.0
2060,Adults,3.0
2061,Inflammatory Bowel Diseases,2.75
2062,Soft Tissue Sarcoma,2.6
2063,Primary Sclerosing Cholangitis (PSC),2.5
2064,"Liposarcoma, Myxoid",2.5
2065,Diet Modification,2.5
2066,Acute Respiratory Failure,2.5
2067,Intracranial Hemorrhages,2.5
2068,Chronic Hepatitis C,2.3333333333333335
2069,Hepatitis C,2.3333333333333335
2070,SARS-CoV 2,2.25
2071,Structural Valve Degeneration,2.0
2072,Liver Metastases,2.0
2073,Breast Cancer Recurrent,2.0
2074,Active Idiopathic Inflammatory Myopathy,2.0
2075,Paroxysmal Atrial Fibrillation,2.0
2076,Relapsed Mantle Cell Lymphoma,2.0
2077,High-Risk Neuroblastoma,2.0
2078,Necrotizing Enterocolitis,2.0
2079,Insulin Resistance,2.0
2080,"Biventricular Pacemakers, Artificial",2.0
2081,Anesthesia,2.0
2082,Structural Valve Deterioration,2.0
2083,Seizures,2.0
2084,Mucopolysaccharidosis (MPS),2.0
2085,Intracranial Hypertension,2.0
2086,Bifidobacterium Breve,2.0
2087,Frailty,2.0
2088,Probiotic,2.0
2089,Bronchiolitis,2.0
2090,Cancer of Colon,2.0
2091,Nutritional Support,2.0
2092,Respiratory Distress Syndrome in Premature Infant,2.0
2093,X-Linked Hypophosphatemia,2.0
2094,PFAPA Syndrome,2.0
2095,Sarcopenic Obesity,2.0
2096,CSC,2.0
2097,Non-alcoholic Fatty Liver Disease,2.0
2098,Chronic Myocardial Ischemia,2.0
2099,Device Replacement,2.0
2100,Follicular B-cell Non-Hodgkin's Lymphoma,2.0
2101,Abdominal Obesity,2.0
2102,"Gastric Cancer, Adenocarcinoma",2.0
2103,"Colic, Infantile",2.0
2104,Gut Microbiome,2.0
2105,Cardiovascular Risk Factor,2.0
2106,Intraventricular Hemorrhage,2.0
2107,Healthy Volunteers,2.0
2108,Metastatic Lung Cancer,2.0
2109,Locally Advanced Solid Tumors,2.0
2110,Hormone Receptor Negative Breast Cancer,2.0
2111,Celiac Disease,2.0
2112,Infant Nutrition Disorders,2.0
2113,Vexas Syndrome,2.0
2114,MCL,2.0
2115,Refractory Mantle Cell Lymphoma,2.0
2116,Pancreatic Malignant Neoplasm Primary,2.0
2117,"Cardioverter-Defibrillators, Implantable",2.0
2118,Spinal Muscular Atrophy Type III Non Ambulant,2.0
2119,OVARIAN CANCER,2.0
2120,Colorectal Surgery,2.0
2121,"Sarcoma, Soft Tissue",2.0
2122,Chronic Lung Disease of Prematurity,2.0
2123,Spinal Muscular Atrophy Type II,2.0
2124,Subarachnoid Hemorrhage,2.0
2125,"Anterior Urethral Stricture, Male",2.0
2126,Pancreatic Fistula,2.0
2127,Pleomorphic Liposarcoma,2.0
2128,Pediatric Immuno-Tolerant Chronic Hepatitis B,2.0
2129,"Polycystic Kidney Disease, Autosomal Dominant",2.0
2130,Estrogen Receptor Positive Tumor,2.0
2131,Overweight and Obesity,2.0
2132,Nonsynostotic Plagiocephaly,2.0
2133,Richter Syndrome,2.0
2134,"Polycystic Kidney, Autosomal Dominant",2.0
2135,Lennox Gastaut Syndrome,2.0
2136,Disability Physical,2.0
2137,Relapse/Recurrence,2.0
2138,Hereditary Autoinflammatory Diseases,2.0
2139,Nutrition Aspect of Cancer,2.0
2140,Thoracic Cancer,2.0
2141,LGMD2E,2.0
2142,Gram-Negative Bacterial Infections,2.0
2143,Auto-immune Thyroiditis,2.0
2144,Venous Reflux,2.0
2145,CLL/SLL,2.0
2146,Solitary Fibrous Tumors,2.0
2147,Scleritis,2.0
2148,Schnitzler Syndrome,2.0
2149,Stargardt Disease,2.0
2150,Undifferentiated Round Cell Sarcoma,2.0
2151,"Receptors, Fibroblast Growth Factor",2.0
2152,Cow's Milk Allergy,2.0
2153,Multiple Osteochondroma,2.0
2154,Intractable Pain,2.0
2155,Hodgkin Disease,2.0
2156,Previously Treated Non-Small Cell Lung Cancer,2.0
2157,Very Low Birth Weight Infant,2.0
2158,"Niemann-Pick Disease, Type C",2.0
2159,Post- Essential Thrombocythemia Myelofibrosis,2.0
2160,AntiPLA2R Positive,2.0
2161,Non-hodgkin Lymphoma,2.0
2162,Complications of Organ Transplant Stem Cells,2.0
2163,Cardiac Resynchronization,2.0
2164,Enteral Feeding Intolerance,2.0
2165,Pelvic Cancer,2.0
2166,"Pain, Postoperative",2.0
2167,Very Low Birth Weight Infants,2.0
2168,Zinc Deficiency,2.0
2169,"Autoinflammatory Syndrome, Unspecified",2.0
2170,Inositol,2.0
2171,Philadelphia Positive,2.0
2172,Infertility,2.0
2173,"Brain Metastases, Adult",2.0
2174,Pressure Ulcers,2.0
2175,Motor Disorders,2.0
2176,Sudden Death,2.0
2177,Neuropathic Pain,2.0
2178,Hormone Receptor Positive Breast Cancer,2.0
2179,Radiotherapy,1.8
2180,"Obesity, Childhood",1.8
2181,Type 2 Diabetes,1.6666666666666667
2182,Palliative Care,1.6666666666666667
2183,Melanoma (Skin),1.6666666666666667
2184,Physical Activity,1.6666666666666667
2185,Uveitis,1.5
2186,Nephrotic Syndrome,1.5
2187,"Shock, Septic",1.5
2188,Waldenstrom Macroglobulinemia,1.5
2189,Anastomotic Leak,1.5
2190,Pregnancy,1.5
2191,Post-Polycythemia Vera Myelofibrosis,1.5
2192,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1.5
2193,ARDS,1.5
2194,Behcet Syndrome,1.5
2195,Bronchopulmonary Dysplasia,1.5
2196,Safety Issues,1.5
2197,Prostatic Neoplasm,1.3333333333333333
2198,Rhabdomyosarcoma,1.25
2199,Bone Sarcoma,1.0
2200,"Migraine, Hemicrania",1.0
2201,Metastatic Castration-Resistant Prostate Cancer,1.0
2202,Hemophilia A With Anti Factor VIII,1.0
2203,Adenocarcinoma of Lung,1.0
2204,Neurotoxicity,1.0
2205,Refractory Leukemia,1.0
2206,Non-Small-Cell Lung Carcinoma,1.0
2207,Refractory Low-grade Gliomas,1.0
2208,Acute Lung Injury,1.0
2209,Hormone Receptor Positive Tumor,1.0
2210,Not-celiac Wheat Sensitivity (NCWS),1.0
2211,PreDiabetes,1.0
2212,Serogroup B Meningococcal Meningitis,1.0
2213,Thalassemia Major,1.0
2214,B-Cell Chronic Lymphocytic Leukemia,1.0
2215,Primary Mediastinal Large B Cell Lymphoma,1.0
2216,Fistula,1.0
2217,Retinal Function,1.0
2218,Adult Disease,1.0
2219,At Least 24 h of Controlled Mechanical Ventilation,1.0
2220,Circulating Tumor Cell,1.0
2221,Locally Advanced Pancreatic Cancer,1.0
2222,Patients Requiring Home Parenteral Nutrition,1.0
2223,Post-Essential Thrombocythemia MF (Post-ET-MF),1.0
2224,Gestational Diabetes,1.0
2225,"Infertility, Female",1.0
2226,Splanchnic Oximetry,1.0
2227,Type2diabetes,1.0
2228,"Osteoporosis, Postmenopausal",1.0
2229,BCC - Basal Cell Carcinoma,1.0
2230,Pre Diabetes,1.0
2231,Microsatellite Instability,1.0
2232,Neurotrophic Keratitis,1.0
2233,Urine,1.0
2234,Vaccine Adverse Reaction,1.0
2235,Locally Advanced or Metastatic Breast Cancer,1.0
2236,Advanced Hepatocellular Carcinoma (HCC),1.0
2237,Arrhythmia,1.0
2238,Critical Ill Patient Undergone Parenteral Nutrition,1.0
2239,Ewing Sarcoma,1.0
2240,GEP Neuroendocrine Tumor,1.0
2241,"Rate of PSA Response in Oligometastatic,CRPC Undergoing SBRT in Combination With Abiraterone Acetate (AA), Compared to Patients Treated With AA Alone",1.0
2242,Low-grade Glioma,1.0
2243,B-cell Malignancy,1.0
2244,"Influenza, Human",1.0
2245,Dysbiosis,1.0
2246,Breast Neoplasm,1.0
2247,Cancer Fear,1.0
2248,Neurodegenerative Diseases,1.0
2249,Chronic Iron Overload,1.0
2250,ALK Translocation,1.0
2251,Systemic Scleroderma,1.0
2252,Gastric/Gastroesophageal Junction Adenocarcinoma,1.0
2253,Metastatic Renal Cell Carcinoma (mRCC),1.0
2254,Knee Osteoarthritis,1.0
2255,Lung Transplant,1.0
2256,Non-small-cell Lung Cancer Patients,1.0
2257,Unresectable or Metastatic Melanoma,1.0
2258,Colorectal Neoplasms Malignant,1.0
2259,Lung Neuroendocrine Neoplasm,1.0
2260,Refractory Angina Pectoris,1.0
2261,Metastatic Soft Tissue Sarcoma,1.0
2262,"Delayed Union After Fracture of Humerus, Tibial or Femur",1.0
2263,"Myasthenia Gravis, MuSK",1.0
2264,Semen,1.0
2265,Hepatic Impairment,1.0
2266,Tuberculosis,1.0
2267,Chronic Myeloid Leukemia (for Part B and C),1.0
2268,Breast Cancer Female,1.0
2269,Non-Rhabdomyosarcoma Soft Tissue Sarcoma,1.0
2270,"Aortic Aneurysm, Thoracoabdominal",1.0
2271,Multiple Myeloma (MM),1.0
2272,Late-onset Pompe Disease,1.0
2273,Persistent/Recurrent Minimal Residual Disease (MRD),1.0
2274,Diffuse Intrinsic Pontine Glioma,1.0
2275,Mesotheliomas Pleural,1.0
2276,Chronic Migraine in Children,1.0
2277,Athletes Heart,1.0
2278,Cancer Related Fatigue,1.0
2279,Neuro-Degenerative Disease,1.0
2280,Leiomyosarcoma of Ovary,1.0
2281,Type 1 Hepatorenal Syndrome,1.0
2282,Pancreatic Neuroendocrine Tumors,1.0
2283,Lung Transplant Rejection,1.0
2284,Rare Diseases,1.0
2285,Non Small Cell Lung Cancer Metastatic,1.0
2286,Asthma in Children,1.0
2287,Chemotherapy-induced Thrombocytopenia,1.0
2288,Elderly Metastatic Colorectal Cancer Patients,1.0
2289,Primary Dystonia,1.0
2290,Colorectal Liver Metastases,1.0
2291,Preoperative Physical Exercise Training,1.0
2292,Hilar Lymphadenopathy,1.0
2293,Intraperitoneal Rectal Cancer,1.0
2294,AL Amyloidosis,1.0
2295,Erdheim-Chester Disease (ECD),1.0
2296,GastroEsophageal Cancer,1.0
2297,Tricuspid Regurgitation,1.0
2298,Acute Myeloid Leukemia With FLT3/ITD Mutation,1.0
2299,Breastfeeding,1.0
2300,"Respiratory Distress Syndrome, Newborn",1.0
2301,Hormone Receptor Positive Breast Carcinoma,1.0
2302,MBL-CLL - Monoclonal B-Cell Lymphocytosis Chronic Lymphocytic Leukaemia-Type,1.0
2303,Advanced Head and Neck Squamous Cell Carcinoma,1.0
2304,Melanocytic Nevi,1.0
2305,Hereditary Angioedema (HAE),1.0
2306,Sars-CoV2,1.0
2307,End Stage Liver DIsease,1.0
2308,Spinal Column Tumor,1.0
2309,NSTEMI - Non-ST Segment Elevation MI,1.0
2310,Radiotherapy Side Effect,1.0
2311,Mild Dementia,1.0
2312,"Lymphoma, B-cell",1.0
2313,Rare Histiocytic Disorders (RHDs),1.0
2314,Familial Mediterranean Fever (FMF),1.0
2315,"Weight, Body",1.0
2316,Off Episodes of Parkinson Disease,1.0
2317,Stress Related Disorder,1.0
2318,High-risk Non-muscle Invasive Bladder Cancer,1.0
2319,Sexual Function and Fertility Disorders,1.0
2320,Child Development,1.0
2321,Disease Attributes,1.0
2322,Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN),1.0
2323,Desmoid Type-fibromatosis,1.0
2324,Postoperative Complications,1.0
2325,Complication of Surgical Procedure,1.0
2326,Small Intestinal NET,1.0
2327,"Obesity, Morbid",1.0
2328,Metastatic Uveal Melanoma,1.0
2329,Type 1 Diabetes,1.0
2330,Recurrent Ovarian Cancer,1.0
2331,Cancer of Stomach,1.0
2332,MDS (Myelodysplastic Syndrome),1.0
2333,Refractory or Recurrent Solid Tumors,1.0
2334,Unrecognized Condition,1.0
2335,Vaccination,1.0
2336,Relapsing-Remitting Multiple Sclerosis (RRMS),1.0
2337,Metastasis Lung,1.0
2338,TAVI,1.0
2339,Gastric/ Gastroesophageal Junction,1.0
2340,Sarcoidosis,1.0
2341,Squamous Cell Carcinoma of the Head and Neck (SCCHN),1.0
2342,"Infant, Very Low Birth Weight",1.0
2343,Pancreas Infection,1.0
2344,Nurse-Patient Relations,1.0
2345,Acute Major Bleeding,1.0
2346,PD-L1 Gene Mutation,1.0
2347,Tumors From Cutaneous T-cell Lymphoma (CTCL),1.0
2348,Hemophilia A and B,1.0
2349,Advanced or Metastatic NSCLC,1.0
2350,Locally Advanced Malignant Neoplasm,1.0
2351,IPMN,1.0
2352,Aerobic Capacity,1.0
2353,Emergency Departments,1.0
2354,Castration Resistant Prostate Cancer,1.0
2355,Lennox Gastaut Syndrome (LGS),1.0
2356,Parodontopathy,1.0
2357,Bone Marrow Edema,1.0
2358,Cancer of Pancreas,1.0
2359,"NSCLC, Stage III",1.0
2360,Viral Infection,1.0
2361,Acute Kidney Injury,1.0
2362,Remission,1.0
2363,Advanced BRAFV600 Wild-type Melanoma,1.0
2364,Oesophageal Cancer,1.0
2365,Complication of Treatment,1.0
2366,Exercise,1.0
2367,MSA - Multiple System Atrophy,1.0
2368,All Tumor Types,1.0
2369,Relapsed or Refractory Diffuse Large B-Cell Lymphoma,1.0
2370,"Advanced (Stage IIIB-C-IV) Ovarian, Primary Peritoneal and Fallopian Tube Cancer",1.0
2371,Relapsing-Remitting Multiple Sclerosis,1.0
2372,"Cardiomyopathy, Hypertrophic",1.0
2373,Endometriosis,1.0
2374,MALT Lymphoma,1.0
2375,Complete Hematologic Remission (CHR),1.0
2376,Fatigue,1.0
2377,"Arrythmia, Implatable Cardioverter Defibrillation, Lead",1.0
2378,"Acute Myeloid Leukemia (AML), Secondary to Myeloproliferative Neoplasms (MPN)",1.0
2379,Microperimetry,1.0
2380,Other Solid Tumor,1.0
2381,Keratoacanthoma of Skin,1.0
2382,Primary Mitochondrial Disease,1.0
2383,Very High Risk Neuroblastoma,1.0
2384,COVID-19 Immunisation,1.0
2385,Nurse Physician Relations,1.0
2386,Lung TB,1.0
2387,Relapsed or Refractory Acute Myeloid Leukemia (AML),1.0
2388,Unresectable Malignant Neoplasm,1.0
2389,Systemic Juvenile Xanthogranuloma,1.0
2390,Adult Respiratory Distress Syndrome,1.0
2391,Bariatric Surgery Candidate,1.0
2392,Acute-On-Chronic Liver Failure,1.0
2393,Secondary Dystonia,1.0
2394,D009360,1.0
2395,Malignant Adnexal Tumors of the Skin (MATS),1.0
2396,Cognitive Decline,1.0
2397,Advanced Solid Neoplasms,1.0
2398,Locally Advanced or Unresectable Metastatic Breast Cancer,1.0
2399,MILD COGNITIVE IMPAIRMENT,1.0
2400,Colo-rectal Cancer,1.0
2401,Collecting Duct Carcinoma,1.0
2402,PSP,1.0
2403,Quality of Life,1.0
2404,Dystrophinopathy,1.0
2405,Human Epidermal Growth Factor 2 Negative Carcinoma of Breast,1.0
2406,Pectus Excavatum,1.0
2407,Lung Cancer Stage III,1.0
2408,Squamous Carcinoma of the Anal Canal,1.0
2409,D014408,1.0
2410,Post Stroke Recovery,1.0
2411,Functional Mobility,1.0
2412,Neuroendocrine Tumours,1.0
2413,Complications,1.0
2414,Fasting-Mimicking Diet,1.0
2415,Penile Cancer,1.0
2416,Gastric and Esophagogastric Junction Adenocarcinoma,1.0
2417,D064129,1.0
2418,D035683,1.0
2419,H1N1 Influenza,1.0
2420,Essential Tremor,1.0
2421,EGF-R Positive Non-Small Cell Lung Cancer,1.0
2422,PDL1 Gene Mutation,1.0
2423,Aerobic Fitness,1.0
2424,Dysplastic Nevi,1.0
2425,Node,1.0
2426,"Pneumonitis, Interstitial",1.0
2427,Glycogen Storage Disease Type IA,1.0
2428,Cancer of Oropharynx,1.0
2429,Infant Malnutrition,1.0
2430,"Renal Hypodysplasia, Nonsyndromic, 1",1.0
2431,Seasonal Allergic Rhinoconjunctivitis,1.0
2432,Relapsed T-Cell Lymphoma,1.0
2433,Liver Transplant,1.0
2434,ART,1.0
2435,Solid Malignancy,1.0
2436,Kidney Cancer,1.0
2437,"Locally Advanced or Metastatic Solid Tumors for Phase 1,Dose Escalation and Phase 2 Safety Lead-in, HNSCC, NSCLC and RCC Participants for Phase 2",1.0
2438,Parkinson's Disease and Parkinsonism,1.0
2439,Mechanical Ventilation,1.0
