,Trial ID,Title,Altmetric Attention Score,Condition
1495,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Germinoma
1496,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Mixed Germ Cell Tumor
1497,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Yolk Sac Tumor
1498,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Childhood Teratoma
1499,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Malignant Germ Cell Neoplasm
1500,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Extragonadal Seminoma
1501,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Non-seminomatous Germ Cell Tumor
1502,NCT02375204,"A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) With High-Dose Chemotherapy Using Mobilizing Paclitaxel Plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors",26.0,Seminoma
1503,NCT02908308,Targeted Hypothermia Versus Targeted Normothermia After Out-of-hospital Cardiac Arrest (TTM2) - A Randomised Clinical Trial,26.0,Out-of-hospital Cardiac Arrest
1504,NCT02921256,A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer,26.0,Rectal Adenocarcinoma
1505,NCT02921256,A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer,26.0,Stage II Rectal Cancer AJCC v7
1506,NCT02921256,A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer,26.0,Stage III Rectal Cancer AJCC v7
1507,NCT03555422,"A Randomized, Double-Blind, Phase 3 Trial of Maintenance With Selinexor/ Placebo After Combination Chemotherapy for Patients With Advanced or Recurrent Endometrial Cancer",26.0,Endometrial Cancer
1508,NCT03996369,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, 12-Week Study to Assess the Efficacy and Safety of Etrasimod in Subjects With Moderately to Severely Active Ulcerative Colitis",26.0,Ulcerative Colitis
1509,NCT04961996,"A Phase III, Randomized, Open-Label, Multicenter Study Evaluating the Efficacy and Safety of Adjuvant Giredestrant Compared With Physician's Choice of Adjuvant Endocrine Monotherapy in Patients With Estrogen Receptor-Positive, HER2-Negative Early Breast Cancer",26.0,Early Breast Cancer
1510,NCT05144009,A Phase 2 Open-label Study of Loncastuximab Tesirine in Combination With Rituximab (Lonca-R) in Previously Untreated Unfit/Frail Patients With Diffuse Large B-cell Lymphoma (DLBCL) (LOTIS-9),26.0,Diffuse Large B-cell Lymphoma
1511,NCT05210790,A Phase 3 Study of the Hepcidin Mimetic Rusfertide (PTG-300) in Patients With Polycythemia Vera,26.0,Polycythemia Vera
1512,NCT05239728,"A Multicenter, Double-blind, Randomized Phase 3 Study to Compare the Efficacy and Safety of Belzutifan (MK-6482) Plus Pembrolizumab (MK-3475) Versus Placebo Plus Pembrolizumab in the Adjuvant Treatment of Clear Cell Renal Cell Carcinoma (ccRCC) Post Nephrectomy (MK-6482-022)",26.0,"Carcinoma, Renal Cell"
1513,NCT00297895,A Phase III Multicenter Randomized Trial of Sentinel Lymphadenectomy and Complete Lymph Node Dissection Versus Sentinel Lymphadenectomy Alone in Cutaneous Melanoma Patients With Molecular or Histopathological Evidence of Metastases in the Sentinel Node,25.0,Melanoma
1514,NCT00632853,Phase III Comparison of Thoracic Radiotherapy Regimens in Patients With Limited Small Cell Lung Cancer Also Receiving Cisplatin and Etoposide,25.0,Lung Cancer
1515,NCT01975389,"Phase 3 Multi Center, Double Blind, Randomized, Placebo Controlled, Parallel Group Evaluation Of The Efficacy, Safety, And Tolerability Of Bococizumab (Pf-04950615), In Reducing The Occurrence Of Major Cardiovascular Events In High Risk Subjects",25.0,Cardiovascular Disease
1516,NCT02130557,"A MULTICENTER PHASE 3 RANDOMIZED, OPEN-LABEL STUDY OF BOSUTINIB VERSUS IMATINIB IN ADULT PATIENTS WITH NEWLY DIAGNOSED CHRONIC PHASE CHRONIC MYELOGENOUS LEUKEMIA",25.0,"Leukemia, Myelogenous, Chronic, Breakpoint Cluster Region-Abelson Proto-oncogene (BCR-ABL) Positive"
1517,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Adenosquamous Lung Carcinoma
1518,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Bronchioloalveolar Carcinoma
1519,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Large Cell Lung Carcinoma
1520,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Lung Adenocarcinoma
1521,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Non-Small Cell Lung Carcinoma
1522,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Recurrent Non-Small Cell Lung Carcinoma
1523,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Squamous Cell Lung Carcinoma
1524,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Stage IIIA Non-Small Cell Lung Cancer
1525,NCT02186847,Randomized Phase II Trial of Concurrent Chemoradiotherapy +/- Metformin HCL in Locally Advanced NSCLC,25.0,Stage IIIB Non-Small Cell Lung Cancer
1526,NCT02545283,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled, Phase III Study of Idasanutlin, an MDM2 Antagonist, With Cytarabine Versus Cytarabine Plus Placebo in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML)",25.0,"Leukemia, Myeloid, Acute"
1527,NCT02726581,"An Open-Label, Randomized Phase 3 Trial of Combinations of Nivolumab, Pomalidomide and Dexamethasone in Relapsed and Refractory Multiple Myeloma",25.0,Multiple Myeloma
1528,NCT02953301,"A Multicentre, Double Blind, Randomised, Placebo-controlled, Phase II Trial to Evaluate Resminostat for Maintenance Treatment of Patients With Advanced Stage (Stage IIB-IVB) Mycosis Fungoides (MF) or Sézary Syndrome (SS) That Have Achieved Disease Control With Systemic Therapy - the RESMAIN Study",25.0,Mycosis Fungoides
1529,NCT02953301,"A Multicentre, Double Blind, Randomised, Placebo-controlled, Phase II Trial to Evaluate Resminostat for Maintenance Treatment of Patients With Advanced Stage (Stage IIB-IVB) Mycosis Fungoides (MF) or Sézary Syndrome (SS) That Have Achieved Disease Control With Systemic Therapy - the RESMAIN Study",25.0,Sezary Syndrome
1530,NCT02953301,"A Multicentre, Double Blind, Randomised, Placebo-controlled, Phase II Trial to Evaluate Resminostat for Maintenance Treatment of Patients With Advanced Stage (Stage IIB-IVB) Mycosis Fungoides (MF) or Sézary Syndrome (SS) That Have Achieved Disease Control With Systemic Therapy - the RESMAIN Study",25.0,"Lymphoma, T-Cell, Cutaneous"
1531,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Invasive Breast Carcinoma
1532,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Stage 0 Breast Cancer AJCC v6 and v7
1533,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Stage I Breast Cancer AJCC v7
1534,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Stage II Breast Cancer AJCC v6 and v7
1535,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Stage III Breast Cancer AJCC v7
1536,NCT02954874,"A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer With &gt;/= 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN1mi, ypN1-3) After Neoadjuvant Chemotherapy",25.0,Triple-Negative Breast Carcinoma
1537,NCT03061812,"A Randomized, Open-Label, Multicenter, Phase 3 Study of Rovalpituzumab Tesirine Compared With Topotecan for Subjects With Advanced or Metastatic DLL3high Small Cell Lung Cancer (SCLC) Who Have First Disease Progression During or Following Front-Line Platinum-Based Chemotherapy (TAHOE)",25.0,Small Cell Lung Cancer
1538,NCT03099187,"Multicenter, International, Double-blind, Two-Arm, Randomized, Placebo-controlled Phase II Trial of Pirfenidone in Patients With Unclassifiable Progressive Fibrosing ILD",25.0,"Lung Diseases, Interstitial"
1539,NCT03110107,Phase 1/2a First-In-Human Study of BMS-986218 Monoclonal Antibody Alone and in Combination With Nivolumab in Advanced Solid Tumors,25.0,Advanced Cancer
1540,NCT03230318,A Pivotal Study of Derazantinib in Patients With Inoperable or Advanced Intrahepatic Cholangiocarcinoma and FGFR2 Gene Fusions or FGFR2 Gene Mutations or Amplifications,25.0,Intrahepatic Cholangiocarcinoma
1541,NCT03230318,A Pivotal Study of Derazantinib in Patients With Inoperable or Advanced Intrahepatic Cholangiocarcinoma and FGFR2 Gene Fusions or FGFR2 Gene Mutations or Amplifications,25.0,Combined Hepatocellular and Cholangiocarcinoma
1542,NCT03268954,"A Phase 3, Randomized, Controlled, Open-label, Clinical Study of Pevonedistat Plus Azacitidine Versus Single-Agent Azacitidine as First-Line Treatment for Patients With Higher-Risk Myelodysplastic Syndromes, Chronic Myelomonocytic Leukemia, or Low-Blast Acute Myelogenous Leukemia",25.0,Myelodysplastic Syndrome
1543,NCT03268954,"A Phase 3, Randomized, Controlled, Open-label, Clinical Study of Pevonedistat Plus Azacitidine Versus Single-Agent Azacitidine as First-Line Treatment for Patients With Higher-Risk Myelodysplastic Syndromes, Chronic Myelomonocytic Leukemia, or Low-Blast Acute Myelogenous Leukemia",25.0,"Leukemia, Myelomonocytic, Chronic"
1544,NCT03268954,"A Phase 3, Randomized, Controlled, Open-label, Clinical Study of Pevonedistat Plus Azacitidine Versus Single-Agent Azacitidine as First-Line Treatment for Patients With Higher-Risk Myelodysplastic Syndromes, Chronic Myelomonocytic Leukemia, or Low-Blast Acute Myelogenous Leukemia",25.0,"Leukemia, Myeloid, Acute"
1545,NCT03394365,"Multicenter, Open-Label, Phase 3 Study of Tabelecleucel for Solid Organ or Allogeneic Hematopoietic Cell Transplant Subjects With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure of Rituximab or Rituximab and Chemotherapy",25.0,Epstein-Barr Virus+ Associated Post-transplant Lymphoproliferative Disease (EBV+ PTLD)
1546,NCT03394365,"Multicenter, Open-Label, Phase 3 Study of Tabelecleucel for Solid Organ or Allogeneic Hematopoietic Cell Transplant Subjects With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure of Rituximab or Rituximab and Chemotherapy",25.0,Solid Organ Transplant Complications
1547,NCT03394365,"Multicenter, Open-Label, Phase 3 Study of Tabelecleucel for Solid Organ or Allogeneic Hematopoietic Cell Transplant Subjects With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure of Rituximab or Rituximab and Chemotherapy",25.0,Lymphoproliferative Disorders
1548,NCT03394365,"Multicenter, Open-Label, Phase 3 Study of Tabelecleucel for Solid Organ or Allogeneic Hematopoietic Cell Transplant Subjects With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure of Rituximab or Rituximab and Chemotherapy",25.0,Allogeneic Hematopoietic Cell Transplant
1549,NCT03394365,"Multicenter, Open-Label, Phase 3 Study of Tabelecleucel for Solid Organ or Allogeneic Hematopoietic Cell Transplant Subjects With Epstein-Barr Virus-Associated Post-Transplant Lymphoproliferative Disease After Failure of Rituximab or Rituximab and Chemotherapy",25.0,Stem Cell Transplant Complications
1550,NCT03456063,"A Phase III, Double-Blinded, Multicenter, Randomized Study Evaluating the Efficacy and Safety of Neoadjuvant Treatment With Atezolizumab or Placebo in Combination With Platinum-Based Chemotherapy in Patients With Resectable Stage II, IIIA, or Select IIIB Non-Small Cell Lung Cancer",25.0,Non-Small-Cell Lung
1551,NCT03488693,TAILOR RT: A Randomized Trial of Regional Radiotherapy in Biomarker Low-Risk Node Positive and T3N0 Breast Cancer,25.0,Breast Cancer
1552,NCT03539744,"A Phase 3, Multicenter, Randomized, Open Label Study of Venetoclax and Dexamethasone Compared With Pomalidomide and Dexamethasone in Subjects With t(11;14)-Positive Relapsed or Refractory Multiple Myeloma",25.0,Multiple Myeloma
1553,NCT03709264,Intravenous Amino Acid Therapy for Kidney Protection in Cardiac Surgery: a Multi-centre Randomized Blinded Placebo Controlled Clinical Trial.,25.0,Cardiac Surgery
1554,NCT04023396,"A Phase 2b, Open-label, Efficacy and Safety Study of ABX464 as Maintenance Therapy in Patients With Moderate to Severe Ulcerative Colitis",25.0,Ulcerative Colitis
1555,NCT04390113,"Phase 3 Multicenter, Double-Blind, Placebo-Controlled Trial of Viralym-M (ALVR105) for the Treatment of Patients With Virus-Associated Hemorrhagic Cystitis After Allogeneic Hematopoietic Cell Transplant (HCT)",25.0,BK Virus Infection
1556,NCT04390113,"Phase 3 Multicenter, Double-Blind, Placebo-Controlled Trial of Viralym-M (ALVR105) for the Treatment of Patients With Virus-Associated Hemorrhagic Cystitis After Allogeneic Hematopoietic Cell Transplant (HCT)",25.0,Hemorrhagic Cystitis
1557,NCT04811092,"A Phase 3, Randomized, Double-blind, Placebo-controlled Study to Evaluate Sotatercept When Added to Background Pulmonary Arterial Hypertension (PAH) Therapy in Newly Diagnosed Intermediate- and High-risk PAH Patients",25.0,Pulmonary Arterial Hypertension
1558,NCT04879368,A Randomised Phase III Open Label Study of Regorafenib + Nivolumab vs Standard Chemotherapy in Refractory Advanced Gastro-Oesophageal Cancer (AGOC),25.0,Gastro-Oesophageal Cancer
1559,NCT00470587,Advantageous Predictors of Acute Coronary Syndromes Evaluation (APACE) Study,24.0,Myocardial Infarction
1560,NCT00470587,Advantageous Predictors of Acute Coronary Syndromes Evaluation (APACE) Study,24.0,"Angina, Unstable"
1561,NCT00644228,"A Randomized Phase III Trial of CC-5013 (Lenalidomide, NSC-703813) and Low Dose Dexamethasone (LLD) Versus Bortezomib (PS-341, NSC-681239), Lenalidomide and Low Dose Dexamethasone (BLLD) for Induction, in Patients With Previously Untreated Multiple Myeloma Without an Intent for Immediate Autologous Stem Cell Transplant",24.0,DS Stage I Multiple Myeloma
1562,NCT00644228,"A Randomized Phase III Trial of CC-5013 (Lenalidomide, NSC-703813) and Low Dose Dexamethasone (LLD) Versus Bortezomib (PS-341, NSC-681239), Lenalidomide and Low Dose Dexamethasone (BLLD) for Induction, in Patients With Previously Untreated Multiple Myeloma Without an Intent for Immediate Autologous Stem Cell Transplant",24.0,DS Stage II Multiple Myeloma
