,Trial ID,End Date,Condition
3134,NCT04326075,2022-12-15,COVID-19
3135,NCT04326075,2022-12-15,Emergency Departments
3136,NCT05665894,2022-12-15,Breast Haematoma
3137,NCT05665894,2022-12-15,Breast Cancer
3138,NCT05665894,2022-12-15,Breast Diseases
3139,NCT01796002,2022-12-13,Peripheral T-cell Lymphoma
3140,NCT02657434,2022-12-13,Non-Small Cell Lung Cancer
3141,EUPAS50139,2022-12-12,Psoriasis
3142,EUPAS50139,2022-12-12,Rheumatoid Arthritis
3143,EUPAS50139,2022-12-12,Psoriatic arthritis
3144,EUPAS50139,2022-12-12,Ulcerative colitis
3145,EUPAS50139,2022-12-12,Axial spondylarthritis
3146,EUPAS50139,2022-12-12,Crohn's disease
3147,NCT02928406,2022-12-12,Urinary Tract Cancer
3148,NCT04435431,2022-12-09,Parkinson Disease
3149,NCT03024996,2022-12-08,Renal Cell Carcinoma
3150,NCT03891355,2022-12-08,Mantle Cell Lymphoma
3151,NCT04842409,2022-12-08,Breast Cancer
3152,NCT04842409,2022-12-08,Radiotherapy Side Effect
3153,NCT04860180,2022-12-08,Adrenal Incidentaloma
3154,NCT04860180,2022-12-08,Subclinical Hypercortisolism
3155,NCT04770974,2022-12-07,Urothelial Carcinoma
3156,NCT04770974,2022-12-07,Bladder Cancer
3157,NCT04770974,2022-12-07,Urothelial Neoplasm
3158,NCT04770974,2022-12-07,Urothelial Carcinoma Bladder
3159,NCT04770974,2022-12-07,Urothelial Carcinoma in Situ
3160,NCT04576988,2022-12-06,Pulmonary Arterial Hypertension
3161,NCT03625141,2022-12-03,Metastatic Melanoma
3162,NCT04508140,2022-12-02,Colorectal Cancer
3163,NCT04508140,2022-12-02,Gastric Cancer
3164,NCT04508140,2022-12-02,Oesophageal Cancer
3165,NCT04842604,2022-12-02,Acute Myeloid Leukemia
3166,NCT04842604,2022-12-02,Myelodysplastic Syndrome
3167,NCT04842604,2022-12-02,Chronic Myelomonocytic Leukemia
3168,NCT05571254,2022-12-02,Syncope
3169,ISRCTN37815869,2022-12-01,Skeletal dysplasia
3170,NCT01124695,2022-12-01,Breast Cancer
3171,NCT01124695,2022-12-01,Stage IV Breast Cancer
3172,NCT01699217,2022-12-01,Chronic Phase Philadelphia Positive
3173,NCT01699217,2022-12-01,BCR-ABL Positive
3174,NCT01699217,2022-12-01,Chronic Myeloid Leukaemia
3175,NCT01752062,2022-12-01,Chronic Myeloid Leukemia
3176,NCT01752062,2022-12-01,Pregnancy
3177,NCT01761890,2022-12-01,Chronic Myeloid Leukemia
3178,NCT01773863,2022-12-01,Community-acquired Pneumonia
3179,NCT02278718,2022-12-01,Thermal Burns
3180,NCT02460458,2022-12-01,Type 3 Von Willebrand's Disease
3181,NCT02748460,2022-12-01,Uterine Fibroids
3182,NCT02815618,2022-12-01,Hemodynamic Instability
3183,NCT02954055,2022-12-01,Breast Cancer
3184,NCT03452839,2022-12-01,Antibiotic Resistant Infection
3185,NCT03452839,2022-12-01,Critical Illness
3186,NCT03461874,2022-12-01,Migraine Without Aura
3187,NCT03755856,2022-12-01,Acute Myeloid Leukemia
3188,NCT03760120,2022-12-01,Cystic Fibrosis
3189,NCT03780673,2022-12-01,Liver Cirrhoses
3190,NCT04373876,2022-12-01,Sudden Cardiac Death
3191,NCT04373876,2022-12-01,Cardiac Arrest
3192,NCT04373876,2022-12-01,Ventricular Arrythmia
3193,NCT04373876,2022-12-01,Implantable Cardiac Defibrillator
3194,NCT04544397,2022-12-01,Atrial Fibrillation
3195,NCT04544397,2022-12-01,Atrial Fibrillation Paroxysmal
3196,NCT04544397,2022-12-01,"Atrial Fibrillation, Persistent"
3197,NCT04609163,2022-12-01,Congenital Diaphragmatic Hernia
3198,NCT04647864,2022-12-01,Aortic Valve Disease
3199,NCT04780256,2022-12-01,Endoscopic Mucosal Resection
3200,NCT04780256,2022-12-01,Endoscopic Submucosal Dissection
3201,NCT04780256,2022-12-01,Gastric Neoplasm
3202,NCT04780256,2022-12-01,Colonic Neoplasms
3203,NCT04780256,2022-12-01,Esophageal Neoplasms
3204,NCT04780256,2022-12-01,Duodenal Neoplasms
3205,NCT04832880,2022-12-01,Covid19
3206,NCT05260372,2022-12-01,Lung Transplant Rejection
3207,NCT05670327,2022-12-01,Diaphragm
3208,NCT05670327,2022-12-01,Diaphragm Disease
3209,NCT05670327,2022-12-01,Diaphragm Issues
3210,NCT05670327,2022-12-01,"Weakness, Muscle"
3211,NCT05683769,2022-12-01,Erosive Osteoarthritis
3212,NCT05683769,2022-12-01,Psoriatic Arthritis
3213,NCT04000568,2022-11-30,Neonatal Respiratory Distress Syndrome
3214,NCT04000568,2022-11-30,Prematurity
3215,NCT05204238,2022-11-30,Heart Failure
3216,NCT05204238,2022-11-30,Heart Failure With Preserved Ejection Fraction
3217,NCT05204238,2022-11-30,Heart Failure With Mid Range Ejection Fraction
3218,NCT05204238,2022-11-30,Heart Failure With Reduced Ejection Fraction
3219,NCT04574570,2022-11-29,Unicompartmental Medial Knee Osteoarthritis
3220,NCT04699461,2022-11-25,Relapsed Follicular Lymphoma
3221,NCT04699461,2022-11-25,Refractory Follicular Lymphoma
3222,NCT02176863,2022-11-24,Post-polio Syndrome
3223,NCT02955823,2022-11-24,Diffuse Large B-cells Non-Hodgkin Lymphoma
3224,NCT02364089,2022-11-23,Adrenal Incidentalomas
3225,NCT05792891,2022-11-23,Frailty
3226,NCT05792891,2022-11-23,Oncology
3227,NCT05792891,2022-11-23,Immune Deficiency
3228,NCT02991846,2022-11-22,Chronic Graft-Versus-Host Disease
3229,NCT03006926,2022-11-22,Hepatocellular Carcinoma
3230,NCT03360396,2022-11-22,Emphysema
3231,NCT03270748,2022-11-20,Myeloid Malignancies
3232,NCT02549092,2022-11-18,Advanced Parkinson's Disease
3233,NCT03585270,2022-11-18,Aneurysmal Subarachnoid Hemorrhage
3234,NCT03684694,2022-11-18,Diffuse Large B-Cell Lymphoma
3235,NCT03684694,2022-11-18,Mantle Cell Lymphoma
3236,NCT03434379,2022-11-17,"Carcinoma, Hepatocellular"
3237,NCT04296890,2022-11-16,Epithelial Ovarian Cancer
3238,NCT04296890,2022-11-16,Peritoneal Cancer
3239,NCT04296890,2022-11-16,Fallopian Tube Cancer
3240,NCT05176691,2022-11-16,CLL/SLL
3241,NCT05176691,2022-11-16,NHL
3242,NCT05176691,2022-11-16,MCL
3243,NCT05176691,2022-11-16,MZL
3244,NCT05176691,2022-11-16,Lymphoplasmacytic Lymphoma
3245,NCT05176691,2022-11-16,Waldenstrom Macroglobulinemia
3246,NCT05176691,2022-11-16,Follicular Lymphoma
3247,NCT05176691,2022-11-16,DLBCL
3248,NCT05176691,2022-11-16,Richter Syndrome
3249,NCT03980041,2022-11-15,Bladder Cancer
3250,NCT03980041,2022-11-15,Urothelial Carcinoma
3251,NCT03980041,2022-11-15,Solid Tumor
3252,NCT03980041,2022-11-15,Advanced Cancer
3253,NCT04251065,2022-11-15,Refractory T-Cell Lymphoma
3254,NCT04251065,2022-11-15,Relapsed T-Cell Lymphoma
3255,NCT04294277,2022-11-15,Urothelial Cancer
3256,NCT04611113,2022-11-15,Head and Neck Cancer
3257,NCT04174989,2022-11-13,Acute Upper Gastrointestinal Hemorrhage
3258,NCT04174989,2022-11-13,Acute Upper Gastrointestinal Bleeding
3259,NCT02914561,2022-11-11,Crohn's Disease
3260,NCT05091502,2022-11-11,Healthy
3261,NCT02627274,2022-11-10,Solid Tumor
3262,NCT02627274,2022-11-10,Breast Cancer
3263,NCT02627274,2022-11-10,Cancer of Head and Neck
3264,NCT02928224,2022-11-10,BRAF V600E-mutant Metastatic Colorectal Cancer
3265,NCT04066491,2022-11-10,Biliary Tract Cancer
3266,NCT04066491,2022-11-10,Cholangiocarcinoma
3267,NCT04066491,2022-11-10,Gallbladder Cancer
3268,NCT02542696,2022-11-08,Parkinson Disease
3269,NCT04102007,2022-11-07,Plaque Psoriasis
3270,NCT03439410,2022-11-06,Multimorbidity
3271,NCT03439410,2022-11-06,"Health Knowledge, Attitudes, Practice"
3272,NCT02205359,2022-11-02,Heart Failure With Left Bundle Branch Block
3273,NCT01597414,2022-11-01,Elderly Metastatic Breast Cancer Population
3274,NCT02403115,2022-11-01,Systemic Lupus Erythematosus
3275,NCT02721342,2022-11-01,Chronic Kidney Disease
3276,NCT02836925,2022-11-01,Indolent B-cell Lymphoma
3277,NCT02836925,2022-11-01,Hepatitis C
3278,NCT03225612,2022-11-01,Chronic Symptomatic Functional Tricuspid Regurgitation
3279,NCT03225612,2022-11-01,Tricuspid Valve Insufficiency
3280,NCT03225612,2022-11-01,Heart Valve Disease
3281,NCT03443700,2022-11-01,Spinal Cord Injuries
3282,NCT03610438,2022-11-01,Acute Lymphoid Leukemia
3283,NCT04172220,2022-11-01,Breast Cancer Female
3284,NCT04246580,2022-11-01,Endometrial Cancer
3285,NCT04246580,2022-11-01,Cervical Cancer
3286,NCT04073173,2022-10-31,Respiratory Distress Syndrome in Premature Infants
3287,NCT04312503,2022-10-31,Schizophrenia
3288,NCT04691791,2022-10-31,Congenital Coronary Artery Abnormality
3289,NCT05119309,2022-10-31,Monoclonal Gammopathy of Renal Significance
3290,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Anaplastic Large Cell Lymphoma
3291,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Inflammatory Myofibroblastic Tumor
3292,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Papillary Renal Cell Carcinoma Type 1
3293,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Alveolar Soft Part Sarcoma
3294,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Clear Cell Sarcoma
3295,NCT01524926,2022-10-30,Locally Advanced and/or Metastatic Alveolar Rhabdomyosarcoma
3296,NCT03923842,2022-10-30,Nasopharyngeal Carcinoma
3297,NCT03923842,2022-10-30,EBV Related Carcinoma
3298,NCT04431323,2022-10-30,Multiple Sclerosis
3299,NCT04598802,2022-10-30,Aneurysm
3300,NCT04930172,2022-10-30,"Aortic Aneurysm, Abdominal"
3301,NCT04930172,2022-10-30,"Aortic Aneurysm, Thoracic"
3302,NCT05441241,2022-10-30,Procedural Pain
3303,NCT05441241,2022-10-30,Venipuncture
3304,NCT05943951,2022-10-30,Colon Cancer
3305,NCT05943951,2022-10-30,Lymph Node Metastasis
3306,NCT05943951,2022-10-30,"Surgical Procedure, Unspecified"
3307,NCT01796171,2022-10-27,Non-Hodgkin Lymphoma
3308,NCT01796171,2022-10-27,Follicular Lymphoma
3309,NCT04035226,2022-10-27,Multiple Myeloma
3310,NCT04645446,2022-10-27,Dry Eye Disease
3311,NCT03662711,2022-10-26,"Pulmonary Disease, Chronic Obstructive"
3312,NCT03230318,2022-10-25,Intrahepatic Cholangiocarcinoma
3313,NCT03230318,2022-10-25,Combined Hepatocellular and Cholangiocarcinoma
3314,NCT04090411,2022-10-25,Moderate to Severe Ulcerative Colitis
3315,EUPAS37983,2022-10-24,Primary lateral sclerosis (PLS)
3316,EUPAS37983,2022-10-24,Pseudobulbar palsy
3317,EUPAS37983,2022-10-24,Progressive muscular atrophy (PMA)
3318,EUPAS37983,2022-10-24,Myasthenia gravis (MG)
3319,EUPAS37983,2022-10-24,Additional Medical Condition(s): Other RNDs might be included during the study
3320,EUPAS37983,2022-10-24,Amyotrophic lateral sclerosis (ALS)
3321,EUPAS37983,2022-10-24,Progressive bulbar palsy (PBP)
3322,EUPAS37983,2022-10-24,Other motor neuron disease
3323,NCT04503135,2022-10-21,Central Venous Catheters
3324,NCT04503135,2022-10-21,Central Venous Catheter Thrombosis
3325,NCT04503135,2022-10-21,"Thrombosis, Venous"
3326,NCT04503135,2022-10-21,Intensive Care Unit
3327,NCT04206605,2022-10-20,Angioedema
3328,ISRCTN89757315,2022-10-19,Heart failure due to ischemic cardiomyopathy
3329,NCT04944992,2022-10-19,Nonalcoholic Fatty Liver Disease
3330,NCT04944992,2022-10-19,Nonalcoholic Steatohepatitis
3331,NCT04144881,2022-10-15,Acute Coronary Syndrome
3332,NCT04144881,2022-10-15,Stable Chronic Angina
3333,NCT04144881,2022-10-15,Coronary Artery Disease
3334,NCT04144881,2022-10-15,Left Main Coronary Artery Disease
3335,NCT04177251,2022-10-15,Idiopathic Pulmonary Fibrosis
3336,NCT04177251,2022-10-15,Cardiac Fibrosis
3337,NCT04177251,2022-10-15,Arterial Fibrosis
3338,NCT04404140,2022-10-14,Castration-Resistant Prostatic Cancer
3339,NCT01940471,2022-10-13,HBeAg-positive Chronic Hepatitis B
3340,NCT03439514,2022-10-13,Dilated Cardiomyopathy
3341,NCT03439514,2022-10-13,Lamin A/C Gene Mutation
3342,NCT04235673,2022-10-11,Malondialdehyde
3343,NCT04235673,2022-10-11,Melatonin
3344,NCT02164955,2022-10-10,Multiple Myeloma
3345,NCT04272554,2022-10-10,Hemophilia B
3346,NCT04272554,2022-10-10,"Blood Coagulation Disorders, Inherited"
3347,NCT04272554,2022-10-10,Blood Coagulation Disorder
3348,NCT04272554,2022-10-10,Haematologic Disease
3349,NCT05222724,2022-10-05,Low Back Pain
3350,NCT04045613,2022-10-04,Urothelial Carcinoma
3351,NCT01971294,2022-10-01,Urinary Symptoms
3352,NCT01971294,2022-10-01,Systemic Sclerosis
3353,NCT02807181,2022-10-01,Intrahepatic Cholangiocarcinoma
3354,NCT02917772,2022-10-01,"Carcinoma, Renal Cell"
3355,NCT02917772,2022-10-01,Clear-cell Metastatic Renal Cell Carcinoma
3356,NCT03666325,2022-10-01,Skin Neoplasm
3357,NCT04127617,2022-10-01,Central Nervous System Injury
3358,NCT04127617,2022-10-01,Neurogenic Bowel Dysfunction
3359,NCT04352556,2022-10-01,SARS-CoV-2 Infection
3360,NCT04352556,2022-10-01,Hematological Malignancies
3361,NCT04812938,2022-10-01,Ovarian Cancer
3362,NCT04819074,2022-10-01,"Aneurysm, Brain"
3363,NCT04995380,2022-10-01,Acute Cholecystitis
3364,NCT05358301,2022-10-01,Obesity
3365,NCT05372302,2022-10-01,Collecting Duct Carcinoma
3366,ISRCTN68770903,2022-09-30,Triple-negative breast cancer treated with systemic therapy
3367,NCT02184416,2022-09-30,Metastatic Renal Cell Carcinoma (mRCC)
3368,NCT03399721,2022-09-30,Nasal Congestion
3369,NCT03399721,2022-09-30,Non-allergic Rhinitis
3370,NCT03833661,2022-09-30,Biliary Tract Cancer
3371,NCT03833661,2022-09-30,Cholangiocarcinoma
3372,NCT03833661,2022-09-30,Gallbladder Cancer
3373,NCT03909386,2022-09-30,Atrial Fibrillation
3374,NCT03909386,2022-09-30,Cancer
3375,NCT03927144,2022-09-30,Episodic Migraine
3376,NCT04825821,2022-09-30,Isthmocele
3377,NCT04825821,2022-09-30,Uterine Scar Defects
3378,NCT04825821,2022-09-30,Cesarean Section Complications
3379,NCT04825821,2022-09-30,Uterine Niche
3380,NCT05143827,2022-09-30,Diabetes Type 2
3381,NCT05167747,2022-09-30,High-Normal Blood Pressure
3382,NCT05293418,2022-09-30,COVID-19
3383,NCT05293418,2022-09-30,Bacterial Infections
3384,NCT05293418,2022-09-30,"Colonization, Asymptomatic"
3385,NCT05713786,2022-09-30,Chronic Pain
3386,NCT05729763,2022-09-30,Kidney Neoplasms
3387,NCT05729763,2022-09-30,"Carcinoma, Renal Cell"
3388,NCT05806619,2022-09-30,"Glioma, Malignant"
3389,NCT05984641,2022-09-30,Hemorrhoid Pain
3390,NCT05984641,2022-09-30,Haemorrhoid Inflammation
3391,NCT01942135,2022-09-28,Metastatic Breast Cancer
3392,NCT03197935,2022-09-28,Triple-negative Breast Cancer
3393,NCT04684511,2022-09-28,Hemophilic Arthropathy
3394,NCT02536300,2022-09-27,Follicular Lymphoma
3395,NCT03384654,2022-09-27,Precursor Cell Lymphoblastic Leukemia-Lymphoma
3396,NCT02562716,2022-09-26,Pancreatic Adenocarcinoma
3397,NCT02562716,2022-09-26,Resectable Pancreatic Carcinoma
3398,NCT02736266,2022-09-23,Urothelial Bladder Carcinoma
3399,NCT02741570,2022-09-22,Head and Neck Cancer
3400,NCT04410445,2022-09-22,Melanoma
3401,NCT04410445,2022-09-22,Melanoma Stage III
3402,NCT04410445,2022-09-22,Melanoma Stage IV
3403,NCT04410445,2022-09-22,Melanoma (Skin)
3404,NCT05725343,2022-09-21,Lung Cancer
3405,NCT05044143,2022-09-20,Preterm Labor With Preterm Delivery
3406,NCT03955913,2022-09-19,Urothelial Cancer
3407,NCT03955913,2022-09-19,"Receptors, Fibroblast Growth Factor"
3408,NCT04789174,2022-09-19,Excessive Daytime Sleepiness
3409,NCT04789174,2022-09-19,Obstructive Sleep Apnea
3410,NCT04789174,2022-09-19,Impaired Cognitive Function
3411,2020-005291-35,2022-09-16,Corona virus infection
3412,2021-001360-20,2022-09-16,COVID-19 respiratory infection
3413,NCT02855944,2022-09-16,Ovarian Cancer
3414,NCT02855944,2022-09-16,Epithelial Ovarian Cancer
3415,NCT02855944,2022-09-16,Fallopian Tube Cancer
3416,NCT02855944,2022-09-16,Peritoneal Cancer
3417,NCT04137523,2022-09-15,Multiple Myeloma
3418,NCT04418765,2022-09-15,Migraine
3419,NCT03312751,2022-09-14,Primary Hemophagocytic Lymphohistiocytosis
3420,NCT05412745,2022-09-10,Cicatrix
3421,NCT05412745,2022-09-10,Post-Surgical Complication
3422,NCT05412745,2022-09-10,Scar Itching
3423,NCT05412745,2022-09-10,Keloid
3424,NCT05412745,2022-09-10,Hypertrophic Scar
3425,NCT04674761,2022-09-09,Alagille Syndrome
3426,NCT02499120,2022-09-07,Squamous Cell Carcinoma of the Head and Neck (SCCHN)
3427,NCT03302234,2022-09-07,"Carcinoma, Non-Small-Cell Lung"
3428,NCT03312634,2022-09-07,Fibrodysplasia Ossificans Progressiva
3429,NCT02685826,2022-09-06,Multiple Myeloma
3430,NCT02768870,2022-09-06,Mitral Valve Regurgitation
3431,NCT02768870,2022-09-06,Mitral Valve Prolapse
3432,NCT02768870,2022-09-06,Mitral Valve Insufficiency
3433,NCT04932941,2022-09-05,COVID-19
3434,NCT05188430,2022-09-03,Hypercholesterolemia
3435,NCT05188430,2022-09-03,Overweight and Obesity
3436,NCT04598555,2022-09-02,Asthma
3437,NCT04847336,2022-09-02,Quality of Care During Childbirth
3438,NCT01437969,2022-09-01,Liver Disease
3439,NCT01547208,2022-09-01,Ventricular Tachycardias
3440,NCT02056756,2022-09-01,Multiple Myeloma
3441,NCT03827577,2022-09-01,"Carcinoma, Non-Small-Cell Lung"
3442,NCT03943602,2022-09-01,Penile Squamous Cell Carcinoma
3443,NCT04072198,2022-09-01,Colorectal Cancer
3444,NCT04372992,2022-09-01,Ileostomy
3445,NCT04372992,2022-09-01,Rectal Cancer
3446,NCT04972266,2022-09-01,Hemodynamic Monitoring
3447,NCT05052385,2022-09-01,Steroid Refractory GVHD
3448,NCT05249894,2022-09-01,Acute Myeloid Leukemia
3449,NCT01940341,2022-08-31,HBeAg-negative Chronic Hepatitis B
3450,NCT04385160,2022-08-31,Myeloproliferative Neoplasm
3451,NCT04385160,2022-08-31,COVID
3452,NCT04494061,2022-08-31,Graft Failure
3453,NCT04677608,2022-08-31,Pulmonary Arterial Hypertension
3454,NCT04853836,2022-08-31,Anosmia
3455,NCT04853836,2022-08-31,Covid19
3456,NCT04853836,2022-08-31,Hyposmia
3457,NCT04853836,2022-08-31,Parosmia
3458,NCT04853836,2022-08-31,Treatment Compliance
3459,NCT04952805,2022-08-31,Covid19
3460,NCT05125744,2022-08-31,Assisted Ventilation
3461,NCT05125744,2022-08-31,Positive End-expiratory Pressure
3462,NCT05125744,2022-08-31,Diaphragm Injury
3463,NCT05194943,2022-08-31,"Obesity, Morbid"
3464,NCT05194943,2022-08-31,Bariatric Surgery Candidate
3465,NCT05194943,2022-08-31,Remission
3466,NCT05194943,2022-08-31,"Complication,Postoperative"
3467,NCT05194943,2022-08-31,Complication of Surgical Procedure
3468,NCT05194943,2022-08-31,Safety Issues
3469,NCT03820726,2022-08-30,"Lung Diseases, Interstitial"
3470,NCT04022876,2022-08-30,Non Small Cell Lung Cancer
3471,NCT04022876,2022-08-30,Small-cell Lung Cancer
3472,NCT05289271,2022-08-30,"Vaccines, Combined"
3473,NCT05289271,2022-08-30,Hexavalent Vaccine
3474,NCT02312258,2022-08-26,Multiple Myeloma
3475,NCT04085458,2022-08-26,Hemophilia A
3476,NCT03742037,2022-08-25,Systemic Lupus Erythematosus
3477,NCT03519256,2022-08-24,Urinary Bladder Neoplasms
3478,NCT01849874,2022-08-23,Low-grade Serous Ovarian Cancer
3479,NCT01849874,2022-08-23,Low-grade Serous Fallopian Tube Cancer
3480,NCT01849874,2022-08-23,Low-grade Serous Peritoneal Cancer
3481,NCT03866759,2022-08-22,HIV Infections
3482,NCT03866759,2022-08-22,HIV-1-infection
3483,NCT03866759,2022-08-22,Risk Reduction
3484,NCT03866759,2022-08-22,Sexual Behavior
3485,NCT02733042,2022-08-21,Lymphoma
3486,NCT02733042,2022-08-21,"Leukemia, Lymphocytic, Chronic, B-Cell"
3487,NCT03878719,2022-08-19,Melanoma
3488,NCT03781167,2022-08-17,Parkinson's Disease (PD)
3489,NCT02709512,2022-08-15,Mesothelioma
3490,NCT02755597,2022-08-15,Relapsed/Refractory Multiple Myeloma
3491,NCT02903914,2022-08-15,Metastatic Cancer
3492,NCT02903914,2022-08-15,Solid Tumors
3493,NCT02903914,2022-08-15,Colorectal Cancer (CRC)
3494,NCT02903914,2022-08-15,Gastric Cancer
3495,NCT02903914,2022-08-15,Head and Neck Cancer
3496,NCT02903914,2022-08-15,Lung Cancer
3497,NCT02903914,2022-08-15,Renal Cell Carcinoma (RCC)
3498,NCT02903914,2022-08-15,Bladder Cancer
3499,NCT02903914,2022-08-15,UC (Urothelial Cancer)
3500,NCT02903914,2022-08-15,Mesothelioma
3501,NCT03038100,2022-08-12,Ovarian Cancer
3502,NCT03038100,2022-08-12,Fallopian Tube Cancer
3503,NCT03038100,2022-08-12,Peritoneal Neoplasms
3504,NCT02614794,2022-08-11,HER2 Positive Breast Cancer
3505,NCT05805254,2022-08-08,Brain Activity
3506,NCT05805254,2022-08-08,Preterm
3507,NCT04131543,2022-08-07,Non Small Cell Lung Cancer
3508,NCT04506619,2022-08-05,Retinopathy of Prematurity (ROP)
3509,NCT04506619,2022-08-05,Intraventricular Hemorrhage
3510,NCT04506619,2022-08-05,Bronchopulmonary Dysplasia
3511,NCT04506619,2022-08-05,Chronic Lung Disease of Prematurity
3512,NCT04823455,2022-08-05,Shoulder Dislocation Closed Traumatic
3513,NCT02611323,2022-08-04,Non-Hodgkin's Lymphoma
3514,NCT04740827,2022-08-04,Episodic Migraine
3515,NCT02005471,2022-08-03,Chronic Lymphocytic Leukemia
3516,NCT03079739,2022-08-03,Myocardial Ischemia
3517,NCT05008380,2022-08-03,COVID-19 Pneumonia
3518,NCT03438396,2022-08-02,Cervical Cancer
3519,NCT04145440,2022-08-02,"Glomerulonephritis, Membranous"
3520,NCT04145440,2022-08-02,AntiPLA2R Positive
3521,NCT04778176,2022-08-02,Parkinson's Disease
3522,NCT01927068,2022-08-01,Peripheral Arterial Disease
3523,NCT02618837,2022-08-01,Unstable Angina or Non ST Elevated Myocardial Infarction
3524,NCT03413852,2022-08-01,Cerebral Arteriovenous Malformation
3525,NCT03447288,2022-08-01,ARDS
3526,NCT03447288,2022-08-01,Acute Hypoxemic Respiratory Failure
3527,NCT04121520,2022-08-01,Portal Hypertension
3528,NCT04121520,2022-08-01,"Cirrhosis, Liver"
3529,NCT04260789,2022-08-01,Bloodstream Infection
3530,NCT04615091,2022-08-01,Advanced Chronic Liver Disease
3531,NCT04615091,2022-08-01,Surgery--Complications
