,Investigator,Number of Studies
22931,kimberly hawley,1
22932,philippe laplaige,1
22933,yuji takahashi,1
22934,lauren graham,1
22935,alejandro arroyo,1
22936,howard chipman,1
22937,dror dicker,1
22938,tyler kang,1
22939,meagan gray,1
22940,mårten segelmark,1
22941,ivan sanchez,1
22942,youssef oulkohuir,1
22943,chang beom lee,1
22944,wolfgang jost,1
22945,claudio iastrebner,1
22946,frank dini,1
22947,david lee milling,1
22948,judith garcia-aymerich,1
22949,rossella stella,1
22950,jose carlos ferreira,1
22951,howard paul gurney,1
22952,daiichiro hasegawa,1
22953,carlota calvo,1
22954,geertjan van tienhoven,1
22955,leonard heffner,1
22956,luis puente,1
22957,bruno massidda,1
22958,anna maria di palma,1
22959,eva-maria rüth,1
22960,amro stino,1
22961,printo member,1
22962,regis bordet,1
22963,ornella della casa alberighi,1
22964,fumagalli roberto,1
22965,jean-louis dupas,1
22966,jennifer klapper,1
22967,fausto palmieri,1
22968,laszlo czirjak,1
22969,alexander möller,1
22970,eugenio pompeo,1
22971,nicholas j. vogelzang,1
22972,natacha entz-werle,1
22973,alessandro santini,1
22974,kendrith m. rowland,1
22975,francesco papadia,1
22976,georg lenz,1
22977,armin leitner,1
22978,stephan fuhrmann,1
22979,maika klaiber-hakimi,1
22980,daniela apa,1
22981,piero fossati,1
22982,jose elizondo,1
22983,ulrich beuers,1
22984,rosario ortas,1
22985,bela patel,1
22986,jaquelina sonoe ota arakaki,1
22987,chih-hsin hsu,1
22988,tomáš votava,1
22989,irina panovska,1
22990,sid selva-nayagam,1
22991,maria pilar lopez marti,1
22992,nico morel-journel,1
22993,miriam zeillemaker,1
22994,maria alba herreros,1
22995,kendrick na,1
22996,r. donald harvey,1
22997,michael d. mix,1
22998,ferdinandos skoulidis,1
22999,yasir y elamin,1
23000,paul gurbel,1
23001,jacinta maas,1
23002,caterina mammi,1
23003,casimiro nigro,1
23004,christine chiaverini,1
23005,vamshi rao,1
23006,franziska thele,1
23007,julie durin,1
23008,cécile perret,1
23009,ekaterina tsimbalova,1
23010,merav merav,1
23011,jiwon lee,1
23012,laurence sanhes,1
23013,pierluigi dal santo,1
23014,lyle hurwitz,1
23015,céline mascaux,1
23016,laura puntì brun,1
23017,hannah knott,1
23018,eiju negoro,1
23019,john tsanakas,1
23020,sarah volk,1
23021,max ortiz catalan,1
23022,khodr tello,1
23023,luc dirix,1
23024,hernan araya moya,1
23025,martina zimovjanova,1
23026,luigi piazza,1
23027,luca massenzi,1
23028,karoline krause,1
23029,der-yuan chen,1
23030,jacob,1
23031,kus,1
23032,isabel camacho orondez,1
23033,soonhak kwon,1
23034,pramod mistry,1
23035,beksac,1
23036,lin shen,1
23037,robert delage,1
23038,magen,1
23039,david sarid,1
23040,jacque duncan,1
23041,tatiana dragan,1
23042,raoel maan,1
23043,carla zanferrari,1
23044,adriana critelli,1
23045,rumen tenev,1
23046,sabine kruger truppel,1
23047,vanina beatriz binner,1
23048,ardan m sagunder,1
23049,anastassia amaro,1
23050,donald soutter alexander mcleod,1
23051,david martin colquhoun,1
23052,mark matsos,1
23053,miguel gomez,1
23054,stela vujosevic,1
23055,alisha wilkes,1
23056,divya prakash m,1
23057,anne-benedicte duval modeste,1
23058,marion van mackelenbergh,1
23059,armando crupi,1
23060,doriano politi,1
23061,soo aleman,1
23062,juan fernando gomez castro,1
23063,bruce j. iteld,1
23064,veronica borsari,1
23065,marco cusini,1
23066,trial information support line,1
23067,winfried kern,1
23068,fiorella altomonte,1
23069,s mac sweeney,1
23070,e flossman,1
23071,paolo puppo,1
23072,m. tulinius,1
23073,daniela kracht,1
23074,roberto casale,1
23075,montagnani gino,1
23076,christine verellen-dumoulin,1
23077,peter foley,1
23078,sarah edwards,1
23079,claudio graiff,1
23080,amelia tienghi,1
23081,george petrescu,1
23082,beverly j. drucker,1
23083,venu k. thirukonda,1
23084,janusz kapustecki,1
23085,vincenzo iaffaioli,1
23086,sarah davies,1
23087,åse bengaard andersen,1
23088,delicetto ferrara,1
23089,alessandro luzzati,1
23090,ester illiano,1
23091,hauke täger,1
23092,stefan heidel,1
23093,domenico inzitari,1
23094,tomase rene puliod zamudio,1
23095,kristi schmidt,1
23096,ali tafreshi,1
23097,amparo ruiz simon,1
23098,saeeda m bashir,1
23099,daniel thomas,1
23100,luciani matteo,1
23101,otterson,1
23102,alissa a. thomas,1
23103,riccardo inchingolo,1
23104,anna williford,1
23105,angeles ruiz-gomez,1
23106,roshini vara,1
23107,laura looby,1
23108,peter marusic,1
23109,monica fortini,1
23110,giuseppe lamberti,1
23111,gianluca spitalieri,1
23112,paola maria manzini,1
23113,pietro ghedini,1
23114,maria cristina di marco,1
23115,audrey mailliez,1
23116,helen te,1
23117,gabriela berlakovitch,1
23118,shira amar,1
23119,gaetano diricatti,1
23120,joddy mafema missindu,1
23121,kazuya shimoda,1
23122,javier de juan baguda,1
23123,ignacio fernandez lozano,1
23124,riccardo barchetta,1
23125,veronique loo,1
23126,corinna lenz,1
23127,fevzi altuntas,1
23128,shekhar challa,1
23129,leonhard bruch,1
23130,kambis mashayekhi,1
23131,jin-hee ahn,1
23132,jorge riera knorrenschild,1
23133,pavenski,1
23134,minmin zhang,1
23135,marco anselmino,1
23136,jehad haggiagi,1
23137,ankit mehta,1
23138,sandra quinones,1
23139,xi chen,1
23140,alexander edward glick,1
23141,dario conrado quinodoz,1
23142,michael kuchuk,1
23143,callander,1
23144,jared bosch,1
23145,dariusz koziorowski,1
23146,daiki uchida,1
23147,guido hildebrandt,1
23148,jakub klapczynski,1
23149,cinzia roberti,1
23150,shibu varughese,1
23151,stephanie kacerovsky-strobl,1
23152,aaron alejandro barrera rodriguez,1
23153,diana widicus,1
23154,elif ekinci,1
23155,inge van pottelbergh,1
23156,gracielly de souza pantano,1
23157,jianhua ma,1
23158,ashley sumrall,1
23159,juan manuel sepulveda sánchez,1
23160,richard bach,1
23161,ludovico abenavoli,1
23162,emanuela bonaiuto,1
23163,ahad sadiq,1
23164,bo wang,1
23165,anargyros symeoinidis,1
23166,louise tyvaert,1
23167,lydia lopez-manzanares,1
23168,eduard vieta,1
23169,markus hollmann,1
23170,marta crespo,1
23171,flavio villani,1
23172,g. valente,1
23173,rolf-peter mueller,1
23174,mariantonietta cicoira,1
23175,giorgio scano,1
23176,gian franco gensini,1
23177,enzo ghigo,1
23178,anna scalvini,1
23179,franco lori,1
23180,maria grazia chiofalo,1
23181,john morgan,1
23182,erida nure,1
23183,max topp,1
23184,enrico e. verrina,1
23185,ali samii,1
23186,jamie levey,1
23187,isabelle thomassin-naggara,1
23188,claudia ingrosso,1
23189,chris freitag,1
23190,hedwig deubzer,1
23191,herbert.pichler@stanna.at,1
23192,marinos dalakas,1
23193,patrick moriarty,1
23194,michael lichtenberg,1
23195,oliviero rossi,1
23196,vladimiras chijenas,1
23197,sara barbosa pinto,1
23198,ivana gabriela sullivan,1
23199,mererid evans,1
23200,michael sohm,1
23201,e. spitzer,1
23202,anne kathrin funkat,1
23203,manola smits,1
23204,yunjie x. lin,1
23205,kelly k. hunt,1
23206,jongseong park,1
23207,naizhong hu,1
23208,tammy wichman,1
23209,jorge osvaldo caneva,1
23210,valentina kiren,1
23211,alexandra easson,1
23212,thomas flaig,1
23213,holger sigusch,1
23214,j. w. wilmink,1
23215,anna nolan,1
23216,ahmed aribi,1
23217,jesper sune brok,1
23218,mehdi m moezi,1
23219,chan yoon cheah,1
23220,jose barrabes,1
23221,sin yuin yeo,1
23222,philip bufler,1
23223,leen vercaemst,1
23224,nic bamat,1
23225,marco calandri,1
23226,marco mangiafico,1
23227,david bennett,1
23228,seung tae lee,1
23229,jonas morales saute,1
23230,stephanie leonard,1
23231,nack gyun chung,1
23232,tobias weiss,1
23233,maitane múgica estébanez,1
23234,nazia selzner,1
23235,pierre nahon,1
23236,francois bailly,1
23237,linda bulone,1
23238,gennaro martines,1
23239,sidney chocron,1
23240,enrico felici,1
23241,jose miguel valera millas,1
23242,jean-michel petit,1
23243,bachir j. sakr,1
23244,nick cruden,1
23245,cristina meazza,1
23246,sergio garcia,1
23247,krystle bittner,1
23248,laurent guy,1
23249,christina tyson,1
23250,sudheeran kannoth,1
23251,cid vidal,1
23252,danny ulahannan,1
23253,sergiusz jozwiak,1
23254,filippo manti,1
23255,amann,1
23256,alon dagan,1
23257,marcelo radisic,1
23258,mayra mejia avila,1
23259,silvia leo,1
23260,pierosandro tagliaferri,1
23261,juan huang,1
23262,mario alberto sanchez prieto,1
23263,michelle lorentzos,1
23264,alvin v griffin,1
23265,maría florencia scioscia,1
23266,yingli lu,1
23267,frank lieberman,1
23268,francesco burzotta,1
23269,niels claessens,1
23270,hendrik p.n. scholl,1
23271,claudio germani,1
23272,alessandra mosca,1
23273,anna guidetti,1
23274,yuko nomura,1
23275,orsolya horvath,1
23276,paolo severino,1
23277,marco gatti,1
23278,massimiliano postorino,1
23279,tesfaye madebo,1
23280,chia-chi lin,1
23281,lilian camp lerner,1
23282,emily slotkin,1
23283,giovanna scarfone,1
23284,susan w cox,1
23285,igor g. bakulin,1
23286,ass verschuuren jan,1
23287,federico d'andrea,1
23288,angelo m carella,1
23289,gaetano corazzelli,1
23290,eugenio baraldi,1
23291,aaron fisher,1
23292,philippe charron,1
23293,james a reiffel,1
23294,christopher van dyck,1
23295,ennio duranti,1
23296,jun zhang,1
23297,bass hassan,1
23298,diana h. griffiths,1
23299,rebecca j. jaslow,1
23300,marc sanson,1
23301,roberta ruda,1
23302,christian storm,1
23303,roseline d oiron,1
23304,giovanni satta,1
23305,salome dell-kuster,1
23306,vita dolzan,1
23307,jacob sands,1
23308,se hoon lee,1
23309,anna bettini,1
23310,med joachim schofer,1
23311,marcello zamparelli,1
23312,stefania massidda,1
23313,anne-sophie paranthoen,1
23314,mary rangel,1
23315,monica vanelli,1
23316,eva ciruelos,1
23317,takefumi komiya,1
23318,ignace vergote,1
23319,lisa rocheford,1
23320,chiara rafanelli,1
23321,neil barber,1
23322,felicia kass,1
23323,bruno balbi,1
23324,terry liu,1
23325,sudha r. amarnath,1
23326,toby nicholas trahair,1
23327,träger träger,1
23328,thomas geer,1
23329,josa van den berg,1
23330,joy anne gatmaitan,1
23331,lei chong,1
23332,david schibilsky,1
23333,anne-claire bursztejn,1
23334,giulia orsi,1
23335,brian ramza,1
23336,wayne shreffler,1
23337,sunil gupta,1
23338,yeona auld,1
23339,maria valero,1
23340,linda wozniak,1
23341,giulia fregna,1
23342,monica mead,1
23343,daniel goldberg tabak,1
23344,jeannette doorduijn,1
23345,ole de backer,1
23346,valentina palmisano,1
23347,arantxa garcia raso,1
23348,peter presgrave,1
23349,miguel angel cortes,1
23350,federica lagrasta,1
23351,murray snook,1
23352,rebecca m. shulman,1
23353,joachim schofer,1
23354,sergio lassola,1
23355,mario solej,1
23356,matthew wong,1
23357,k. govind babu,1
23358,rich kwon,1
23359,james irwin,1
23360,stojan peric,1
23361,dennis wicherts,1
23362,srinivasulu mukta,1
23363,alla kyrychenko,1
23364,reed,1
23365,enzo apolloni,1
23366,tomomi tobai,1
23367,ivan gentile,1
23368,jacobo sellares torres,1
23369,miguel josé garcia schürmann,1
23370,william a hall,1
23371,maria abila,1
23372,yajun zhang,1
23373,lidia dalfino,1
23374,estefanía pérez lópez,1
23375,luigi manfré,1
23376,michele romoli,1
23377,valentina manciocco,1
23378,ahmed kamel abou hussein,1
23379,xiaochun wang,1
23380,katja weisel,1
23381,sorina badelita,1
23382,boycho oparanov,1
23383,craig alpert,1
23384,morten jensen,1
23385,ramiro trillo,1
23386,paola celedon,1
23387,malgorzata sladek,1
23388,renil rodriguez martinez,1
23389,luigi portella,1
23390,antonio gambardella,1
23391,ferruccio ceriotti,1
23392,richard carvajal,1
23393,jodi muscal,1
23394,rossella cacciola,1
23395,armin frille,1
23396,helena magalhães,1
23397,alison cranmer,1
23398,pieter h. m. de mulder,1
23399,astrid gnekow,1
23400,p.b. ottevanger,1
23401,robert peter gale,1
23402,maria grazia franzosi,1
23403,martin storck,1
23404,vasco salgado,1
23405,pierluigi rossi,1
23406,pablo m. ingelmo,1
23407,elena g abadia,1
23408,karl mrak,1
23409,zosia miedzybrodzka,1
23410,sabina russo,1
23411,renata formankova,1
23412,piotr czarniak,1
23413,giuseppe francesco sferrazza papa,1
23414,jamie e. chaft,1
23415,michael n needle,1
23416,shelly s. lo,1
23417,erica l. mayer,1
23418,anna m. litvak,1
23419,esther h. rehmus,1
23420,nicolas dea,1
23421,elisabeth mena muñoz,1
23422,beatrice nolan,1
23423,sanjeev nayak,1
23424,santiago bonanad,1
23425,ran reshef,1
23426,nayana l. vora,1
23427,mark kogan,1
23428,jatinder s pruthi,1
23429,paul yeaton,1
23430,hinrich cordt bremer,1
23431,carri dohe,1
23432,hans juergen seyfarth,1
23433,dorela haxhiademi,1
23434,silvana franca capalbo,1
23435,ross jennens,1
23436,amna sher,1
23437,rafael a villanueva vázquez,1
23438,charles j. nock,1
23439,alberto albertini,1
23440,mohamed panju,1
23441,cormier beatrice,1
23442,nina l. martinez,1
23443,manuela plischke,1
23444,adrian lim,1
23445,frank rueker,1
23446,mina jang,1
23447,bruno marino martino,1
23448,ana morais-lopez,1
23449,emilla ferrira,1
23450,marc claeys,1
23451,felix innes,1
23452,mitchell gareth isaac,1
23453,federico franchi,1
23454,elena finotti,1
23455,roberta la starza,1
23456,sabrina djoumad,1
23457,runhui wu,1
23458,iva hojsak,1
23459,teruhito takakuwa,1
23460,manuel perez encinas,1
23461,laia garrigos,1
23462,marianna criscuolo,1
23463,hilario avila armengol,1
23464,anthony camuglia,1
23465,paul m putora,1
23466,carlos graux,1
23467,elisabeth loggers,1
23468,andrea discalzi,1
23469,thorvardur halfdanarson,1
23470,richard wahl,1
23471,scott merenda,1
23472,mccurdy,1
23473,bouchalova,1
23474,rohit arora,1
23475,rosiñol,1
23476,rimma kramsky,1
23477,jin-sung park,1
23478,jan kestranek site address,1
23479,bernardo flasterstein,1
23480,dominique marquez,1
23481,monika chaudhry,1
23482,nicole hancock,1
23483,lucas janeschitz-kriegl,1
23484,enrico romagnoli,1
23485,ben challacombe,1
23486,phadke sneha,1
23487,giulia tozzi,1
23488,rasha youssef,1
23489,gino volpi,1
23490,terenzio cosio,1
23491,emilien bernard,1
23492,anqin zhang,1
23493,hao wang,1
23494,marcelo rodrigues bacci,1
23495,grazyna laszewska,1
23496,judith lopez,1
23497,anjali crawshaw,1
23498,patricia iranzo,1
23499,daniela goeppner,1
23500,stefano de cilla,1
23501,federica matteucci,1
23502,christopher chow,1
23503,giuseppe fanetti,1
23504,guido rusticali,1
23505,fausto peterelli,1
23506,marco tellez,1
23507,maria sole rossato,1
23508,videlis nduba,1
23509,deon miller,1
23510,newar sonika,1
23511,robert marcus,1
23512,frédéric amant,1
23513,carmino antonio de souza,1
23514,olivier cabre,1
23515,hunter gillies,1
23516,livio gargantini,1
23517,william jordan,1
23518,alicia leader,1
23519,sweta sethi,1
23520,jörg henes,1
23521,jeff healey,1
23522,mehmet ertem,1
23523,reilly mary,1
23524,james harding,1
23525,jessica j. bian,1
23526,paola ferrazzi,1
23527,adrian udrea,1
23528,nina fokter dovnik,1
23529,ralf g. meyer,1
23530,anna-lena illert,1
23531,øyvind s. bruland,1
23532,joanne patterson,1
23533,joost wauters,1
23534,getrud goppel,1
23535,alice bernasconi,1
23536,rosario salvi,1
23537,alfredo renilla,1
23538,iraklis tsagkaris,1
23539,oscar garcía villar,1
23540,lotti pamela,1
23541,massimo borelli,1
23542,valentina giampaoli,1
23543,joaquin gavila gregori,1
23544,oleksandra lupak,1
23545,luke rothermel,1
23546,oliver bassett,1
23547,lisa roth,1
23548,cortney caudill,1
23549,deanna benoit,1
23550,carlo messina,1
23551,antonio brunetti,1
23552,tobias warnecke,1
23553,rajeh nabeel mhd,1
23554,gianmatteo rigolin,1
23555,niranjan abraham,1
23556,luca palumbo,1
23557,massimo chiarugi,1
23558,hemant sharma,1
23559,marco vitellaro,1
23560,dominique thabut,1
23561,diane provencher,1
23562,eli hershkovitz,1
23563,khoshnoodi mohammad,1
23564,uliano morandi,1
23565,claudia crimi,1
23566,cécile renard,1
23567,christis tzivinikos,1
23568,izabela glanowska,1
23569,patricia gonzales,1
23570,massimo eraldo abate,1
23571,rudrajit rai,1
23572,yongguo li,1
23573,alfred d. christie,1
23574,gianluca zani,1
23575,elder,1
23576,derick todd,1
23577,mariarosaria di tommaso,1
23578,james c. wurzer,1
23579,john m. floberg,1
23580,long-sun ro,1
23581,rajnish nagarkar,1
23582,samuel fourie,1
23583,francesca li gobbi,1
23584,reznicek,1
23585,rachel goodwin,1
23586,yoshiaki nakamura,1
23587,ayla stecher,1
23588,paula cerda serda,1
23589,saleha s sajid,1
23590,stacey house,1
23591,bruno crestani,1
23592,strouse,1
23593,mikio sugimoto,1
23594,maria c. tartaglia,1
23595,minna raivio,1
23596,silke zwirner,1
23597,gabriella monteforte,1
23598,lina maria felipez,1
23599,daniela dornelles rosa,1
23600,kazushige ishida,1
23601,tarek mekhail,1
23602,cheryl emily thompson,1
23603,alexander magno,1
23604,glykeria tzatzagou,1
23605,gregory swor,1
23606,leigh anne ogden,1
23607,donald haas,1
23608,jin-oh choi,1
23609,bogdan zurawski,1
23610,hubert schelzig,1
23611,valeria cerina,1
23612,giulia bugani,1
23613,joaquin martinez-lopez,1
23614,chiara pagani,1
23615,paola vitiello,1
23616,melissa campanelli,1
23617,anna crescenzi,1
23618,andrea lauterio,1
23619,kai hensel,1
23620,lee s. stein,1
23621,lucia sgaramella,1
23622,marco gasparini,1
23623,ian malcolm hann,1
23624,pieter e. postmus,1
23625,jessica marsh,1
23626,simona falorio,1
23627,francis j giles,1
23628,sandro amaducci,1
23629,samantha pasca,1
23630,massimo fusello,1
23631,marco brieda,1
23632,carsten heilmann,1
23633,martin sauer,1
23634,suar kilic,1
23635,laurent delaunay,1
23636,francesco boccardo,1
23637,josé antonio nieto rodríguez,1
23638,christophe dooms,1
23639,jose carlos benitez montanez,1
23640,miguel a moncada,1
23641,manoj saxena,1
23642,james cleary,1
23643,manuel carcao,1
23644,sabine de bruijn,1
23645,paolo sbarzaglia,1
23646,erika crosetti,1
23647,jérémie belghiti,1
23648,heinz jakob,1
23649,francesco de lorenzo,1
23650,rashmi k. benda,1
23651,edgardo daniel gimenez,1
23652,dustin loomes,1
23653,abel andres,1
23654,h gelderblom,1
23655,hans klose,1
23656,nicola lucio liberato,1
23657,lian kah ti,1
23658,hua-xin gao,1
23659,miriam arumi de dios,1
23660,feng-che kuan,1
23661,hidetoshi hayashi,1
23662,sanjit jolly,1
23663,camidge,1
23664,yaman suleiman,1
23665,lucia muñoz,1
23666,valerio de peppo,1
23667,enrico clini,1
23668,cristina vivas,1
23669,elena martin-hernandez,1
23670,sophie taque,1
23671,philippe vanduynhoven,1
23672,piotr czubkowski,1
23673,elena farina,1
23674,alberto alvarez larran,1
23675,zeynep eroglu,1
23676,andrés duarte,1
23677,marc colombel,1
23678,cinzia ortega,1
23679,helka sahi,1
23680,duc nguyen,1
23681,piergiorgio danelli,1
23682,masakazu matsushita,1
23683,rafaela ortega castro,1
23684,ivana vorgucin,1
23685,carmelo rizzari,1
23686,magdalena garcia,1
23687,stefan angermeier,1
23688,mojca unk,1
23689,angel flores,1
23690,kelsey klute,1
23691,steven j. dibiase,1
23692,lukasz przyslo,1
23693,chetan deshmukh,1
23694,wietse j. eshuis,1
23695,husna baksh,1
23696,matthew wenker,1
23697,davidson,1
23698,ji,1
23699,giuseppe barone,1
23700,maria jose safont aguilera,1
23701,yu-min yeh,1
23702,suzanne r fanning,1
23703,jose antonio ros-lucas,1
23704,so hee jung,1
23705,shah,1
23706,kristopher croome,1
23707,joseph c. masdeu,1
23708,jacek dobryniewski,1
23709,matteo anelli,1
23710,nielsen fernandez-becker,1
23711,karlee ausk,1
